background, draw, blitScreen, flip,
0.0302373138174, 0.00057590972692, 0.00216505100548, 0.00198026713588, 
0.0299816961311, 0.000581555900714, 0.00249714868223, 0.00216864402517, 
0.0298307893043, 0.000693452799527, 0.00231082494705, 0.00183346661725, 
0.0300212193477, 0.00106558698136, 0.00221176026141, 0.00193509774553, 
0.0306756622192, 0.000531766913627, 0.00218044966128, 0.00196538176861, 
0.0295495071917, 0.000607733615574, 0.0024560856001, 0.001847838696, 
0.0316221662624, 0.000535359933314, 0.00219841475971, 0.00207727866742, 
0.0295951898706, 0.00052663402836, 0.00213836000209, 0.00188376889287, 
0.0296193144313, 0.000877210092074, 0.00243914707872, 0.0019017339913, 
0.0294109192895, 0.000536899798894, 0.00234316212423, 0.00199463921463, 
0.0320882322446, 0.000579502746607, 0.00225692965175, 0.00220816724172, 
0.0343128247192, 0.000733489304607, 0.00250382143308, 0.00192277882089, 
0.030777806636, 0.00110254375528, 0.00235445447182, 0.00200233854253, 
0.0370342804875, 0.000550758589114, 0.00263163027622, 0.00189762768309, 
0.0305196225071, 0.00055281174322, 0.00237190628173, 0.00215735167758, 
0.0327729591392, 0.000979867797407, 0.00386711575991, 0.0031644237669, 
0.0307937185803, 0.00055281174322, 0.00279742247033, 0.002001825254, 
0.0320907986872, 0.000539979530054, 0.00541314080223, 0.00191251305036, 
0.0520536160663, 0.000545625703847, 0.00230055917652, 0.00235753420298, 
0.0302547656273, 0.00054973201206, 0.00247610385264, 0.00219790147119, 
0.0308835440725, 0.0218553121769, 0.00135764815303, 0.00149623605523, 
0.0171361374628, 0.000367514585093, 0.00132890399554, 0.0015475649079, 
0.0170540112985, 0.00033723056202, 0.00130837245447, 0.00143720787467, 
0.0169000247405, 0.00038804612616, 0.00139922452369, 0.00162763791806, 
0.0168671742748, 0.00034339002434, 0.0022020077794, 0.00158195523919, 
0.0177033212847, 0.00030951298158, 0.00129964654952, 0.00167640032809, 
0.0187601823611, 0.00029873392252, 0.001308885743, 0.00154294531116, 
0.0167583571071, 0.000506102487293, 0.00129656681836, 0.00143669458614, 
0.0169503270161, 0.0003002737881, 0.00142488895003, 0.00145773941573, 
0.0171197122299, 0.000281282112613, 0.00129759339541, 0.00160659308847, 
0.0166351678607, 0.000281282112613, 0.00152652007831, 0.00144798693373, 
0.0173106555618, 0.000416790283654, 0.00163739040007, 0.00143772116319, 
0.0175611403629, 0.000434755382087, 0.00129143393309, 0.00244941284925, 
0.0170724896855, 0.000283848555247, 0.00135354184482, 0.00149572276671, 
0.0170801890134, 0.000265883456813, 0.00132531097585, 0.00143104841235, 
0.0170083286196, 0.000474791887167, 0.00164560301649, 0.00150650182577, 
0.0170683833773, 0.000458366654314, 0.00139255177285, 0.00230825850442, 
0.0174097202475, 0.000307973116, 0.00165278905587, 0.00159684060646, 
0.0171905460466, 0.0002771758044, 0.00128630104783, 0.00144490720257, 
0.017208511145, 0.000265370168287, 0.00225846951733, 0.00149726263229, 
0.0175308563398, 0.000266910033867, 0.00128784091341, 0.001462872301, 
0.016843049714, 0.000265883456813, 0.00130631930037, 0.00156758316044, 
0.0191903181465, 0.000269989765027, 0.00128784091341, 0.00173799495129, 
0.0222212868965, 0.000263830302707, 0.00193509774553, 0.00160402664583, 
0.0182540798739, 0.000280768824087, 0.00146954505185, 0.00186221077475, 
0.017553441035, 0.000533306779207, 0.00157374262276, 0.00147313807153, 
0.0189619047521, 0.000305919961894, 0.00131247876269, 0.00171951656433, 
0.0125165407228, 0.000233546279633, 0.00101682457133, 0.00166048838377, 
0.0122860741743, 0.000238165876373, 0.00100553222374, 0.00142591552708, 
0.0121608317738, 0.000758127153887, 0.00115900549321, 0.00139717136959, 
0.0120006857535, 0.000269989765027, 0.000979867797407, 0.00125037085096, 
0.0117609800115, 0.000276662515873, 0.00200028538842, 0.00125704360181, 
0.0121613450623, 0.000235086145214, 0.0009778146433, 0.00134584251692, 
0.0119668087107, 0.000232006414053, 0.000990646856467, 0.00124677783127, 
0.0117404484705, 0.000357762103087, 0.000987053836781, 0.00125345058212, 
0.0117271029688, 0.000430135785347, 0.00099629303026, 0.00237755245552, 
0.0121120693638, 0.000230979837, 0.00145414639605, 0.00125601702475, 
0.0119657821337, 0.00024483862722, 0.00145311981899, 0.00126833594939, 
0.0115536114467, 0.000567183821967, 0.000998859472894, 0.00136175446125, 
0.0123902717452, 0.000237652587847, 0.00099475316468, 0.00139871123517, 
0.0120715195702, 0.00023713929932, 0.000970628603927, 0.00207676537889, 
0.0293580505712, 0.000558457917013, 0.00221689314667, 0.00197718740472, 
0.0315610849277, 0.000785844734327, 0.00230415219621, 0.0021943084515, 
0.0320533286248, 0.000530227048047, 0.00249868854781, 0.00206239330015, 
0.0318675181781, 0.000608760192627, 0.00231698440937, 0.00199617908021, 
0.0345874340809, 0.00286209682469, 0.00242785473113, 0.00240373017038, 
0.0332359453902, 0.00309102350759, 0.00221278683846, 0.00229747944536, 
0.0324146837475, 0.00327324093455, 0.002771758044, 0.00236779997351, 
0.0318202956337, 0.0094373228513, 0.00236728668499, 0.00198950632936, 
0.0316924867905, 0.00408936969195, 0.00230723192737, 0.00236831326204, 
0.031663742633, 0.00301403022859, 0.00225538978617, 0.00248636962317, 
0.0352038936014, 0.00424746255817, 0.00230312561915, 0.00237857903257, 
0.0278725935751, 0.00224717716975, 0.0013627810383, 0.00157322933423, 
0.017765942485, 0.00168923254126, 0.00166048838377, 0.00200028538842, 
0.0189244346897, 0.00152549350125, 0.00140230425485, 0.00142129593034, 
0.0175862915007, 0.00189249479782, 0.00211782846103, 0.00176057964647, 
0.0178198377803, 0.00158862799003, 0.00335280065619, 0.00275533281115, 
0.0174456504444, 0.00149726263229, 0.00169179898389, 0.00266704718456, 
0.0184008803925, 0.00149777592081, 0.00129554024131, 0.00261161202368, 
0.0189850027358, 0.0015706628916, 0.00129708010689, 0.00200336511958, 
0.0178131650294, 0.00171900327581, 0.00129810668394, 0.00141257002539, 
0.0171458899448, 0.00173696837424, 0.00219020214329, 0.00173286206603, 
0.0172547071124, 0.00156655658339, 0.00134378936281, 0.00142180921887, 
0.01754471513, 0.00197205451945, 0.00132941728407, 0.00154397188821, 
0.0170304000263, 0.00146903176332, 0.00131812493648, 0.0015552642358, 
0.0174292252115, 0.00180369588271, 0.00131299205121, 0.00157425591129, 
0.0173455591817, 0.00196692163419, 0.00178675736133, 0.00178213776459, 
0.0172608665748, 0.00147262478301, 0.00172259629549, 0.00324860308527, 
0.0173666040112, 0.0015090682684, 0.00135046211366, 0.00159222100972, 
